Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST0404,Jennifer White,Female,58 yrs,Bhopal,2022-05-02,2026-02-27,33180,5.0,jordanwillis@hotmail.com,+1-062-018-2159x485,UK
CUST0405,James Barajas,Other,Age is 52 years,Indore,2025-09-17,2024-07-03,16246,,brenda20@yahoo.com,3504561425,India
CUST0406,Stephanie Jackson,Male,38 yrs,Chennai,2025-08-24,2025-10-30,27465,,kstewart@gmail.com,12345,
CUST0407,Jesus Gomez,Other,36,Pune,2021-09-28,2026-03-22,43513,2.0,nfowler@newman-gonzalez.net,352-288-4886x41384,India
CUST0408,Tina Kaufman,,Age is 43 years,Mumbai,2025-05-21,,,5.0,wrong_email.com,12345,India
CUST0409,Kelly Barrera DDS,Male,Age is 53 years,,2023-03-24,2025-12-05,₹39244,,estewart@gmail.com,+1-792-306-2741x6865,UK
CUST0410,Virginia Marshall,Female,54,Indore,2024-08-29,2024-11-04,36026,2.0,zacharyvasquez@jimenez.biz,12345,
CUST0411,,,Age is 40 years,Bhopal,2026-01-26,2024-05-22,,2.0,wrong_email.com,779-520-9433x89407,India
CUST0412,Kendra Davis,Female,Age is 54 years,Mumbai,2025-02-15,2025-08-01,15932,5.0,stefanie88@gmail.com,988.035.9571,USA
CUST0413,,,43,Bhopal,2021-12-17,2025-11-02,37455,2.0,collinsemily@molina.biz,+1-472-092-7527x61796,Canada
CUST0414,Nicole Gentry,,27,Pune,2024-11-15,2026-03-23,,4.0,uellis@hotmail.com,+1-420-859-8860,Canada
CUST0415,Emily Atkins,Female,Age is 21 years,Delhi,2023-03-09,2024-12-18,26368,4.0,ucastillo@hotmail.com,842-152-7554x297,Canada
CUST0416,Erin Rose,Female,29 yrs,Chennai,2022-07-31,2026-05-03,₹5745,3.0,christopher78@johnson.com,001-251-108-5379x68413,UK
CUST0417,Larry Schneider,Other,41,Bhopal,2022-10-16,2024-08-03,,4.0,carlosjackson@kelley.net,(568)587-4408x331,Canada
CUST0418,Amy Williams,Other,,Mumbai,2022-07-04,2024-12-07,10294,3.0,wrong_email.com,001-722-249-3802x35283,Canada
CUST0419,Suzanne Brown,,Age is 30 years,,2025-06-09,2025-10-31,₹3077,4.0,kayla48@gmail.com,269.514.7042x913,India
CUST0420,Joanna Black,Female,21 yrs,Delhi,2024-03-23,2024-09-21,8839,2.0,emiller@yahoo.com,12345,UK
CUST0421,,Female,51,,2022-02-21,,₹28585,1.0,joshuacarr@smith.org,7357366471,Canada
CUST0422,Alyssa Frederick,Male,,Bhopal,2022-05-21,2026-03-04,,,wrong_email.com,+1-034-890-1998,UK
CUST0423,Zoe Anderson,Female,Age is 20 years,Mumbai,2023-12-31,2026-03-18,,2.0,joycecarolyn@yahoo.com,(317)171-7235,Canada
CUST0424,Garrett Arellano,Female,,Bhopal,2022-07-08,2024-05-12,₹42751,5.0,wrong_email.com,(189)884-9506x22187,USA
CUST0425,Richard Norris,,31,Chennai,2022-06-18,2024-11-09,,4.0,jason84@edwards-phillips.com,(861)982-3229,
CUST0426,Dana Bryant,,23,Chennai,2026-02-17,2024-10-31,,3.0,christopher12@hill-juarez.com,0369016627,USA
CUST0427,Michael Thomas,Other,29 yrs,Pune,2023-08-23,2024-05-19,,4.0,davisjenna@yahoo.com,12345,India
CUST0428,Jasmine Hodges,Male,28 yrs,Chennai,2021-05-17,2025-07-30,₹45432,1.0,jgardner@thornton-kane.org,407.398.2323,
CUST0429,Harold Thompson,Female,,Indore,2024-05-03,2025-07-28,₹48497,5.0,kemptammy@hotmail.com,(892)460-5529,USA
CUST0430,Sylvia Moses,Female,24,,2025-07-20,2025-09-05,,1.0,michaelkramer@hotmail.com,9223349555,USA
CUST0431,Brittany Jensen,Female,Age is 19 years,,2025-01-25,2024-11-08,,2.0,stevenkidd@curtis-parks.info,(506)656-0580x82101,India
CUST0432,Angela Stewart,Male,,Delhi,2025-05-03,2026-02-15,₹33373,,kevin27@yahoo.com,+1-360-924-4358,Canada
CUST0433,Faith Thompson,Female,51,Delhi,2021-08-31,2025-11-20,10305,1.0,wrong_email.com,+1-254-029-0232x2295,UK
CUST0434,James Elliott,Male,Age is 20 years,Indore,2022-05-10,2024-12-02,₹17474,5.0,samantha57@hotmail.com,001-360-494-9142,USA
CUST0435,Dana Allen,Female,48 yrs,Bhopal,2024-08-23,2025-03-10,,1.0,dianebell@cohen-smith.com,958-780-4627x77557,UK
CUST0436,Hailey Sullivan PhD,Other,38,Pune,2025-02-23,,₹14049,1.0,kimberly82@alvarez.com,12345,Canada
CUST0437,Kelly Barrett,,42,Pune,2024-03-03,2024-12-23,39299,3.0,timothyfreeman@nunez.biz,+1-873-452-3416x888,USA
CUST0438,Jennifer Frye,Other,42 yrs,,2025-01-12,2026-05-02,,3.0,privera@higgins-blankenship.com,(075)790-5636x55807,
CUST0439,Tricia Hansen,Other,,Mumbai,2026-02-12,2025-01-12,,2.0,hhoward@lin.org,001-923-728-8796x86951,USA
CUST0440,Candace Wilson,Female,20,Indore,2023-01-17,2026-05-03,18137,2.0,lcarrillo@powell.com,(393)127-9183,UK
CUST0441,Michael Smith,Male,32 yrs,Delhi,2024-12-11,2025-04-08,3277,2.0,fwinters@gmail.com,+1-493-804-8298x5822,UK
CUST0442,Bryan Pierce,Male,36 yrs,Mumbai,2023-10-31,2025-05-26,,2.0,lisavaughn@gmail.com,587-961-2128x87129,UK
CUST0443,Sabrina Flores,Other,,Chennai,2024-12-24,2024-06-30,44182,,wrong_email.com,001-065-304-0969x785,India
CUST0444,Travis Butler,,Age is 46 years,Indore,2022-09-02,2025-07-05,,2.0,wrong_email.com,001-797-679-8063x4711,UK
CUST0445,Randall Fisher,Other,,Bhopal,2023-01-14,2024-05-23,28999,5.0,wrong_email.com,510-768-0929x0577,UK
CUST0446,Kathryn Smith,,Age is 24 years,,2025-08-12,2024-09-02,₹37854,5.0,williamjackson@yahoo.com,+1-110-778-7329x8260,UK
CUST0447,Paul Chen,,55,Indore,2022-05-18,2025-03-12,,4.0,laura10@harvey-owen.org,+1-097-852-3386x30478,UK
CUST0448,Gregory Hardy,Male,Age is 23 years,Delhi,2025-04-27,2025-11-09,₹20620,,rruiz@yahoo.com,+1-472-750-8990x30622,Canada
CUST0449,Janet Hunter,Female,55 yrs,Pune,2021-07-05,2025-07-24,26022,3.0,kjohnson@dean-wilson.com,(192)229-2729,Canada
CUST0450,Christy Lawrence,,34,Delhi,2023-09-19,2025-09-04,,2.0,stewartstanley@hotmail.com,961.498.6711x982,Canada
CUST0451,Kristin Guzman,Male,Age is 24 years,Indore,2022-03-07,2024-09-26,₹42427,1.0,kimberlyromero@hotmail.com,707-343-9850,UK
CUST0452,Monique Ramos,,,Delhi,2022-03-11,2025-02-07,₹40198,,marywalker@winters.com,+1-991-877-9664x6018,UK
CUST0453,Gerald Anderson,Male,Age is 40 years,Bhopal,2021-10-18,2024-09-17,44395,1.0,mwolf@gmail.com,862-966-4098x5981,USA
CUST0454,Kenneth Flowers,Male,23,Indore,2022-04-27,2026-03-24,₹1650,4.0,wrong_email.com,708-224-6958,
CUST0455,Ashley Wilson,Other,31,,2025-06-28,2025-07-12,₹37942,1.0,johnsonkevin@mendoza.com,12345,USA
CUST0456,Aaron Ortiz,Male,Age is 46 years,Delhi,2021-12-28,2026-03-29,,2.0,valeriesawyer@hotmail.com,3683900095,
CUST0457,Aaron Malone,Other,,Bhopal,2021-08-15,2025-05-23,,4.0,paulaross@yahoo.com,(428)165-4224x347,India
CUST0458,Theodore Fry,,53,Indore,2021-11-19,2025-06-17,₹22773,,leetara@yu.com,552-355-2316x2179,Canada
CUST0459,Brandi Miller,,Age is 52 years,Pune,2023-05-21,,,1.0,kgutierrez@hotmail.com,2517926730,UK
CUST0460,Kathleen Delacruz,Female,Age is 60 years,Chennai,2022-03-17,2025-03-07,,4.0,wrong_email.com,+1-474-993-2729x12047,Canada
CUST0461,Curtis King,,42,Indore,2025-03-08,2026-05-05,,,cynthiaandrews@gmail.com,011-715-9583x0616,UK
CUST0462,Jody Holden MD,,24 yrs,Mumbai,2023-11-30,2024-08-26,₹30965,5.0,yoderalex@salazar.biz,(378)917-4398x09670,Canada
CUST0463,Gabriel Garrison,Male,60,Pune,2023-11-18,2026-04-26,₹46276,,amyhicks@bell.info,+1-698-730-5779,USA
CUST0464,Heather Rose,,49 yrs,,2024-08-31,2024-09-26,₹8973,3.0,lewiscorey@caldwell-meza.com,+1-320-889-8482x1690,Canada
CUST0465,Andrea King,,50 yrs,Delhi,2022-05-20,2025-02-06,48406,5.0,ahall@yahoo.com,6353335420,Canada
CUST0466,Joseph Moore,Male,Age is 46 years,Chennai,2021-12-09,2025-11-09,₹7287,,baileyrobert@hotmail.com,12345,UK
CUST0467,Tiffany Levine,,Age is 45 years,Delhi,2024-12-04,2026-01-07,,5.0,miranda84@gmail.com,300-613-5802x415,Canada
CUST0468,Mr. Roberto Roberts MD,Female,30,Chennai,2025-05-08,,38979,3.0,berrysheila@stanton-chambers.com,(375)218-0925,UK
CUST0469,Dana Jackson,Other,22,Chennai,2022-02-20,2024-11-10,10705,3.0,cheryl53@long.com,001-949-669-6450x275,Canada
CUST0470,Kyle Grant,Other,,Bhopal,2025-06-04,2025-08-20,37005,4.0,nicole69@harris.org,(556)313-2181,
CUST0471,Veronica Williams,,,Pune,2025-04-11,2024-08-20,₹37648,2.0,xhansen@martin.com,12345,UK
CUST0472,Lisa Henderson,Male,,Pune,2021-06-26,2024-06-08,20663,4.0,jessica90@griffith-savage.biz,12345,USA
CUST0473,Robert Carrillo,Female,,,2024-01-25,2025-02-12,16826,2.0,ronaldperkins@hotmail.com,541.408.4318x47858,UK
CUST0474,Tony Frederick,Female,56 yrs,Mumbai,2022-09-16,2025-02-17,,4.0,wrong_email.com,(143)349-0895x957,India
CUST0475,Ian Anderson,Male,Age is 18 years,Chennai,2022-09-19,2024-10-25,22291,4.0,wendywarren@matthews.com,001-133-439-1657x470,USA
CUST0476,Charles Bowman,,,Chennai,2025-12-30,2025-03-22,4651,3.0,marygreen@young.org,513-433-6107,USA
CUST0477,Connor Black,Female,57,Bhopal,2023-08-14,2025-10-07,8825,1.0,tperez@gmail.com,239-851-8454x8922,India
CUST0478,Jasmin Patel,Other,Age is 55 years,Pune,2024-12-17,2026-04-30,,2.0,ijohnson@yahoo.com,150.333.6405x894,
CUST0479,Christian Martin,Female,38 yrs,Bhopal,2024-11-04,2025-07-20,,3.0,qsmith@gmail.com,601.307.1952,
CUST0480,Robert Beck,,,Bhopal,2024-03-15,2024-09-16,₹4180,1.0,theresa43@kelly.info,0057219728,
CUST0481,Joseph Vincent,Male,Age is 48 years,Bhopal,2021-12-21,2025-06-10,27289,2.0,greennicole@hotmail.com,(360)217-4185,India
CUST0482,Sheri Mccullough,Male,40,Chennai,2021-12-18,,₹7601,5.0,connorbooker@townsend.com,376.317.1009,Canada
CUST0483,Diana Morales,Female,60,Mumbai,2026-03-16,2025-01-19,3818,,aliciahardy@hotmail.com,364.325.9417x8026,
CUST0484,Erika Mitchell,Other,Age is 23 years,Chennai,2025-11-01,2025-04-27,15350,,zharmon@barron.com,001-217-891-1381,UK
CUST0485,Cynthia Rogers,Female,Age is 41 years,Mumbai,2022-02-14,2025-06-14,,5.0,amanda29@walker.com,587.099.8048x840,USA
CUST0486,Shawn Krueger,Female,22 yrs,Delhi,2023-12-25,2025-12-25,₹28762,1.0,bmendoza@gmail.com,296-948-1649x07165,India
CUST0487,Jennifer Kane,,Age is 30 years,,2024-06-16,2024-09-24,₹35169,3.0,oliviasanchez@king-hoffman.com,12345,India
CUST0488,Kristina Wilkerson,Female,35 yrs,Pune,2023-03-03,,18862,4.0,curtismelissa@gmail.com,3158053734,India
CUST0489,Douglas Gonzalez,Other,37 yrs,Delhi,2023-06-14,2025-06-22,,1.0,bsanchez@yahoo.com,(880)176-2962x515,USA
CUST0490,Jodi Cabrera,Female,39 yrs,Bhopal,2021-08-27,2024-07-24,₹39429,2.0,todd55@chung-garcia.biz,142-232-1288x95912,Canada
CUST0491,Brandy Reid,Other,32,Mumbai,2023-07-30,2025-08-16,₹22578,4.0,wrong_email.com,517-965-9895,
CUST0492,Christopher Wright,,,Delhi,2023-06-11,,₹42619,4.0,richardrobbins@rodriguez-sutton.info,625-569-2490x7311,UK
CUST0493,Bradley Ross,Other,39,Indore,2026-02-23,2024-06-11,,5.0,joshua65@gmail.com,001-530-631-1862x595,
CUST0494,David Roy,Male,36,Bhopal,2026-01-04,2025-07-09,28046,1.0,onelson@cox.com,001-750-844-9785x3468,Canada
CUST0495,Catherine Smith,Female,57,,2024-05-19,2026-02-02,43320,4.0,vperez@hotmail.com,+1-037-443-3106x0105,Canada
CUST0496,Wayne Jones,,52,Chennai,2024-10-10,2026-02-05,,3.0,vcole@pena.biz,(007)112-6314,
CUST0497,Stacy Rodriguez,,Age is 50 years,Mumbai,2024-08-25,2024-06-29,,4.0,nharris@williams-alvarez.com,(990)554-3182,India
CUST0498,Russell Sullivan,,,Indore,2023-02-09,2026-05-01,,4.0,amandacalderon@hotmail.com,+1-801-109-0268x43276,Canada
CUST0499,John Vincent,Male,Age is 52 years,Bhopal,2023-03-22,,41271,4.0,jasonpalmer@holt-ellis.com,+1-741-015-5816x0078,USA
CUST0500,Mr. Steve Diaz,Other,31,Indore,2021-09-20,2024-08-31,23322,3.0,jonsmith@reeves-davenport.org,(381)605-3173x931,India
CUST0501,Bruce Lopez,Other,Age is 33 years,,2021-10-09,2024-11-10,₹39768,2.0,jennifersherman@harris-clark.org,(417)707-7202x4831,USA
CUST0502,Andrew Lara,,Age is 44 years,Delhi,2026-02-07,2024-06-11,₹11262,,stewartchristina@hotmail.com,(929)614-4761x77749,
CUST0503,Amanda Bullock,,55 yrs,,2022-07-19,2025-03-03,34056,1.0,daywhitney@hotmail.com,(527)015-6574x47996,USA
CUST0504,Alec Valenzuela,Other,,,2025-01-28,2024-09-10,₹48584,4.0,wrong_email.com,127-753-5658x61525,India
CUST0505,Michael Zuniga,Female,Age is 32 years,Pune,2022-01-27,2026-05-02,,2.0,ghansen@holmes.com,+1-744-410-4708,
CUST0506,Christina Cooper,Other,40,Pune,2026-04-14,2025-07-03,36076,2.0,michael75@armstrong.com,+1-664-677-9688x69724,
CUST0507,Michael May,,,Pune,2023-01-25,2025-07-13,₹18996,,brianwilson@reyes.biz,12345,Canada
CUST0508,William Hudson,Male,,Delhi,2025-05-20,2025-04-17,18569,4.0,garrett26@baldwin.net,001-129-144-8835x65468,USA
CUST0509,Terri Morton,Other,60,Indore,2022-12-23,2026-01-24,,5.0,johnmartinez@gmail.com,433.773.8668x888,UK
CUST0510,David Richardson,Female,50,Indore,2021-08-31,2025-06-14,43842,4.0,whitestephanie@gmail.com,836-774-0697x1841,India
CUST0511,Vanessa Walker,Male,Age is 20 years,Delhi,2021-09-25,,28122,1.0,wwhite@yahoo.com,165.898.5067x8231,Canada
CUST0512,Keith Welch,Male,26,Mumbai,2024-03-17,2026-01-24,₹22642,2.0,kmccarthy@hotmail.com,7720219039,
CUST0513,Cynthia Hill,Other,37,Bhopal,2025-10-29,2024-10-29,₹31954,2.0,daviswilliam@moore.com,013-087-7979,USA
CUST0514,Tammy Taylor,,,Bhopal,2023-09-07,2025-06-30,,2.0,wrong_email.com,505-139-6212,UK
CUST0515,Erin Williams,Male,,Pune,2022-04-04,2024-09-13,14540,5.0,jacksonandrew@dixon-mckenzie.org,086.532.0591,Canada
CUST0516,Zachary Horton,Other,26,Chennai,2021-05-20,,27857,3.0,joseph31@jackson.com,671.053.8399,
CUST0517,Tracy Wong,Other,,Pune,2021-10-27,2024-09-27,,4.0,wrong_email.com,589.105.9957,India
CUST0518,Aaron Lopez,,29 yrs,Mumbai,2021-08-08,2025-12-30,37172,2.0,scompton@martinez-jefferson.org,(198)225-5014x92976,Canada
CUST0519,Gary Grant,Female,,Bhopal,2023-04-30,2025-05-02,43820,1.0,wrong_email.com,+1-261-709-8840x3257,India
CUST0520,Ricky Lane,Other,56,,2025-03-13,2026-01-27,5789,1.0,nathandaniels@kelly.com,+1-241-442-3410x06664,USA
CUST0521,Nancy Vega,Male,46 yrs,Indore,2021-09-10,2025-10-29,₹27473,2.0,oparks@yahoo.com,+1-107-954-3794x03559,Canada
CUST0522,Miguel Walker,Female,23,,2025-12-31,2025-12-22,6354,1.0,adamterrell@jackson.com,(901)954-1997,Canada
CUST0523,Michael Callahan,Other,,Bhopal,2022-02-13,2025-01-20,,5.0,fordrobert@ford.com,001-780-187-5236x8073,India
CUST0524,Steven Anderson,Other,25,Indore,2023-10-27,2024-11-18,32726,5.0,kevin03@hotmail.com,001-721-463-7831x5216,
CUST0525,Tammy Rice,Male,Age is 36 years,Indore,2023-03-15,2024-08-30,₹25102,1.0,michael45@yahoo.com,833.626.4385x505,UK
CUST0526,Matthew Garcia,Other,32 yrs,,2023-01-13,2026-04-08,6673,2.0,scott89@yahoo.com,741.191.9976,UK
CUST0527,Justin Reese,Female,Age is 33 years,Pune,2024-05-02,2026-02-18,₹12756,1.0,christopheredwards@gmail.com,+1-351-641-4847,
CUST0528,Andrew Cochran,,26,Bhopal,2024-11-23,2024-10-31,28874,4.0,alicia03@yahoo.com,409-247-6394x076,USA
CUST0529,Timothy Horne,Male,38 yrs,Pune,2023-06-30,2025-08-12,₹49484,1.0,tdawson@yahoo.com,062.141.7668,India
CUST0530,Sarah Bush,Male,Age is 23 years,Pune,2025-07-15,2026-01-14,₹21245,1.0,kgolden@gmail.com,166.775.6104x21329,
CUST0531,Amanda Brown,Other,Age is 48 years,Mumbai,2025-07-17,2025-03-04,,2.0,gary60@hotmail.com,12345,India
CUST0532,Tiffany Roberts,,Age is 42 years,Pune,2024-01-28,2024-05-23,28838,4.0,masonmallory@harris.com,+1-398-932-9920x27610,
CUST0533,Brandon Monroe,,,,2025-12-12,2026-03-26,₹25641,4.0,cory45@blevins.com,1357705324,Canada
CUST0534,Tyrone Moore,Female,36 yrs,Chennai,2024-05-11,2025-02-18,₹39998,2.0,aaronhodge@gmail.com,501-719-7533,USA
CUST0535,Jacob Howard,,60 yrs,Delhi,2022-01-17,2026-02-05,,1.0,bradleyharris@yahoo.com,495-783-1907x917,UK
CUST0536,Kylie Campbell,,,Chennai,2024-01-25,2025-01-13,₹17045,,christopher26@hughes-velez.org,765-055-6625,Canada
CUST0537,Cynthia Houston,Female,Age is 41 years,Indore,2023-06-12,2024-08-30,,5.0,oclayton@johnson.org,451.737.6991,Canada
CUST0538,James Flores,Female,Age is 30 years,Delhi,2026-05-01,2025-01-31,34883,1.0,joshuasanchez@mcgee-gill.com,508-225-7950,USA
CUST0539,Elizabeth Andrews,Other,Age is 18 years,Pune,2023-12-21,2024-07-09,24131,4.0,raymond41@gmail.com,484-790-6366x97425,India
CUST0540,Gregory Gill,Female,51,Mumbai,2023-07-09,2025-03-06,₹12005,4.0,bryancollins@gmail.com,(851)755-5951x9209,USA
CUST0541,Jeffrey Williams,Male,42 yrs,Delhi,2024-03-11,2024-10-29,,,erik40@gmail.com,12345,Canada
CUST0542,Cheryl Chambers,Female,29 yrs,Delhi,2022-05-01,2025-12-09,,,denisefreeman@gmail.com,+1-783-164-8954x674,Canada
CUST0543,Kevin Hunt,,,Indore,2022-03-02,2025-01-13,,4.0,fostersusan@long.com,143-391-8458x9907,Canada
CUST0544,Stacy Simon,Female,33,,2022-01-21,2026-04-01,₹5405,5.0,wangrobin@hotmail.com,+1-306-212-0135,USA
CUST0545,Johnny Crawford,Male,Age is 59 years,Indore,2023-01-29,2024-12-06,,,ronaldfigueroa@yahoo.com,+1-888-094-6091x3579,USA
CUST0546,,Other,60 yrs,Delhi,2025-08-09,2024-07-30,9134,5.0,vglass@dillon.com,098.283.9371x34055,
CUST0547,Ryan Gillespie,Female,Age is 49 years,Pune,2021-12-30,2025-09-12,36482,2.0,wrong_email.com,(272)402-2013x5403,UK
CUST0548,Carmen Mora,Male,,Chennai,2025-04-10,2026-03-01,,,wilkinsonkatrina@gonzalez.net,(152)020-3095x909,India
CUST0549,Carrie Greene,Female,34 yrs,Mumbai,2022-09-16,2024-07-16,₹8519,1.0,lorigeorge@vincent-miller.org,(252)317-1609x638,UK
CUST0550,Alyssa Crawford,Other,,Chennai,2023-09-13,2025-11-22,₹49179,,griffinjennifer@hotmail.com,841-661-2458x23320,
CUST0551,Jessica Baker,Female,42 yrs,,2023-03-31,2025-03-26,,3.0,wrong_email.com,12345,USA
CUST0552,Barbara Cervantes,Female,,,2024-04-03,2025-09-08,,4.0,wrong_email.com,532.202.3155x19178,India
CUST0553,Melanie Williams,,39,Indore,2021-10-15,2025-01-09,₹24366,4.0,wrong_email.com,169-486-6990x570,USA
CUST0554,Donna Collins,Male,31 yrs,Pune,2024-04-07,2026-02-01,26196,4.0,tgoodman@terrell-montes.com,8001665392,
CUST0555,Heather Best,Female,18 yrs,Pune,2025-10-19,2026-03-21,,1.0,rodgerskevin@gmail.com,417.002.3514,Canada
CUST0556,Melanie Smith,,22 yrs,,2024-06-16,2025-08-31,₹19951,,shepherdcarrie@hotmail.com,865.238.4619x67688,UK
CUST0557,James Holland,Female,19 yrs,,2025-11-01,2024-09-20,,5.0,drobinson@hotmail.com,(684)887-1281x988,USA
CUST0558,Jeffery Baldwin,Female,,Delhi,2024-08-16,2024-09-22,₹31326,3.0,ctapia@gmail.com,(579)597-4378,Canada
CUST0559,Michael Bennett,Other,Age is 20 years,,2022-08-27,2026-02-24,41903,4.0,wrong_email.com,283-241-7506x80733,India
CUST0560,Amanda Lawrence,Other,42,Mumbai,2022-05-27,2024-10-11,,2.0,erin29@stone.com,+1-624-840-2872,India
CUST0561,Nicole Anderson,,,Indore,2026-05-02,2025-08-16,,2.0,mark03@hotmail.com,932.025.9205,India
CUST0562,Michael Burton,Female,52 yrs,,2025-08-24,2025-07-08,37613,1.0,wrong_email.com,312-659-9060x66613,Canada
CUST0563,Jason Howell,Female,50 yrs,,2024-06-15,2025-12-24,₹49995,1.0,vrobinson@yahoo.com,12345,USA
CUST0564,Jacqueline Vasquez,Female,,Bhopal,2023-07-16,2026-02-07,2614,4.0,fgonzales@barnes.com,001-450-965-9280x66499,India
CUST0565,Lauren Cook,Female,25 yrs,Delhi,2025-12-03,2026-01-25,23693,5.0,peterfischer@obrien-hill.com,010.929.1076,
CUST0566,Christine Turner,Female,Age is 42 years,Delhi,2022-07-30,2024-06-04,₹38416,1.0,jacobskatie@morris.com,001-644-162-2078,USA
CUST0567,Eric Herrera,,35 yrs,Delhi,2022-09-17,2025-06-02,₹16254,3.0,markbrock@bennett.com,(900)842-9115x32888,UK
CUST0568,Mr. Carl Rodriguez Jr.,Female,38 yrs,,2024-02-22,2026-01-29,,,wrong_email.com,(597)261-8256,
CUST0569,Taylor Hughes,Other,,Indore,2024-11-10,2025-08-08,17100,3.0,dawn04@yahoo.com,001-300-095-4882,Canada
CUST0570,Scott Odom,,44,Chennai,2024-04-26,2025-05-08,4648,3.0,justinjenkins@sawyer-lewis.org,789-921-2386x31491,USA
CUST0571,Erica Lynch,Male,,Chennai,2024-10-04,2025-08-17,,1.0,paul77@miller.biz,12345,Canada
CUST0572,Julie Richards,Other,26 yrs,Mumbai,2025-10-15,2026-04-22,18734,4.0,wrong_email.com,001-767-690-9088x6693,USA
CUST0573,Mark Richardson,Other,,Pune,2025-01-27,2025-05-09,7789,5.0,rebeccaallen@smith.org,7379687363,UK
CUST0574,Morgan Hampton,Male,Age is 22 years,Delhi,2024-05-06,2025-05-17,,3.0,fosterjohn@marsh.com,+1-976-597-6156,
CUST0575,Krista Mcguire,Female,28,Pune,2022-02-07,,29076,1.0,jsmith@berry-gonzalez.info,001-648-019-0908x0260,India
CUST0576,Anna Adams,,Age is 19 years,Pune,2025-04-04,2025-12-10,₹31863,5.0,wrong_email.com,12345,Canada
CUST0577,Crystal French,Other,Age is 50 years,Delhi,2022-02-23,2024-10-29,,5.0,joneslauren@moses.biz,739-735-5006,USA
CUST0578,Michael Reed,Male,,,2022-04-04,2024-05-18,,2.0,wrong_email.com,917-009-5450x795,Canada
CUST0579,Alicia Hutchinson,Male,Age is 58 years,,2023-10-19,2025-09-17,₹25833,5.0,michele33@perkins.biz,(734)301-7299,USA
CUST0580,Ricky Johnson,Male,Age is 21 years,Bhopal,2023-02-19,2026-01-11,,5.0,hansonbobby@oconnor.com,946-973-9424,
CUST0581,Jessica Curtis,Male,29 yrs,Indore,2022-02-24,2025-08-02,,,mcintoshjames@gmail.com,+1-881-902-1026,UK
CUST0582,Kiara Martin,Other,39,,2021-12-24,2024-07-11,,5.0,andrewflores@smith-haley.biz,657-412-7550x7869,India
CUST0583,Jessica Jones,Female,Age is 48 years,Pune,2022-06-27,2025-09-14,₹32840,1.0,ndaniel@gmail.com,664-049-9170x36644,India
CUST0584,Stephen Mitchell,Other,Age is 49 years,,2024-08-11,2026-01-06,,,weisslauren@hotmail.com,+1-479-160-8252,
CUST0585,Caitlin Perez,,,,2023-04-14,2025-04-07,₹49668,1.0,ygibson@calderon.com,759-249-2848,India
CUST0586,Diana Harmon DDS,Male,,Delhi,2024-07-24,2024-11-03,40912,2.0,brittany66@flores.com,001-106-157-0761x469,Canada
CUST0587,Julie Ruiz,Other,18,Chennai,2023-07-22,2026-03-19,,3.0,deborahsilva@nguyen.com,(719)426-8332x1799,India
CUST0588,,Female,Age is 48 years,Chennai,2026-03-10,2025-06-26,₹44619,2.0,wrong_email.com,+1-774-053-6351,
CUST0589,Clifford Hill,Other,40,Mumbai,2024-12-10,2025-01-22,,4.0,benjamin17@greene.com,+1-086-660-5722x953,USA
CUST0590,Courtney Green,,Age is 52 years,Chennai,2024-10-29,2025-09-24,,,xschwartz@larsen.com,443.621.6180,India
CUST0591,Logan Greene,Male,29 yrs,Indore,2025-07-10,,11106,2.0,jennifer79@gmail.com,(902)913-4374x535,UK
CUST0592,John Long,Female,Age is 30 years,Bhopal,2022-05-17,2026-04-07,12730,1.0,ilong@lopez.com,(809)139-4489x297,
CUST0593,Christopher Vargas,Female,52,Delhi,2026-02-15,2025-10-04,₹47480,4.0,icox@ross.net,12345,
CUST0594,Kathryn Terry,Male,38 yrs,Chennai,2021-11-06,2025-10-04,3678,3.0,wrong_email.com,+1-767-076-4325x10257,
CUST0595,Wendy Farrell,Male,Age is 19 years,Chennai,2023-11-15,2025-07-22,32182,2.0,thomasrobert@green-rhodes.com,+1-562-563-5701x3748,Canada
CUST0596,Diana Munoz,Other,Age is 45 years,,2026-04-11,2024-05-09,₹19856,3.0,ljohnson@carter.com,001-681-875-6048,USA
CUST0597,Shannon Olson,Other,,Mumbai,2022-11-27,2024-06-29,25739,4.0,angelaarroyo@boone-graham.biz,12345,USA
CUST0598,,Male,Age is 58 years,Pune,2026-01-16,2025-04-05,₹7795,5.0,sadams@brooks.biz,0435221216,UK
CUST0599,David Johnson,Male,Age is 35 years,Delhi,2022-09-06,2024-08-12,₹23225,5.0,robertrodgers@cook.net,12345,UK
CUST0600,Clifford Wilson,,55,Pune,2022-05-04,2025-02-14,18978,5.0,rthompson@pope-ramsey.com,3575519781,UK
CUST0601,,,Age is 37 years,Indore,2024-01-25,2024-10-17,,2.0,victoria41@simon.com,1648261860,India
CUST0602,Gerald Trujillo,Male,,Pune,2024-04-21,2024-10-12,₹27085,,anthonyrogers@brown.net,5333401761,USA
CUST0603,Jonathan Henderson,Male,20 yrs,,2025-06-20,2025-09-08,,1.0,llarson@hotmail.com,001-520-617-1298x55635,UK
CUST0604,Juan Morris,,Age is 18 years,Bhopal,2023-03-25,2025-10-12,,5.0,ecarlson@gmail.com,001-977-638-2786x452,Canada
